text,ann,mask_ann
"The basic premise of this article is good: the application of Ostrom's design principles as a way of analysing / evaluating governance in third sector organisations is quite innovative, particularly combined with a discussion of third sector / cooperative governance principles.",0,0
At high ranks CVTree may be more effective in the sense that it does not require additional work.,1,1
Line: 750-752 Line 455: “soil mineralogy”?,1,1
Sorry for carelessness.,1,1
"Could not find “Coast_10million”, “frameworkboundaries” or “State_Borders_10million” on the map.",0,0
"Similarly, only one company had negative Tobins’ Q in 2017 (RIC: ELR.TO ; company name: Eastern Platinum Ltd), which was a reporting typo as well.",1,1
This article is focused on the Beetaloo subbasin and we use the direct input for Geoscience Australia in this stratigraphic column.,1,1
"Answer 1: To better understand EPS chemical structure, further 2D NMR experiments were performed and results are presented inside the manuscript.",0,0
"; Rahman, M.M.",0,0
Only 6.6% belong to indigenous population and 5.9% to Afro-Mexican ethnic groups.,0,0
Our responses to your comments are as follows.,0,0
Thank you very much.,0,0
What is the output of this study?,2,1
"Although many pilot-scale setups were used to treat secondary wastewater effluent for water reclamation, this type of raw water quality was different from the river water, causing the different potential of biofilm growing.",2,1
who used AG-205 to inhibit PGRMC1.,0,0
Please include P values when report significant differences.,2,1
Chem.,0,0
"Although it was very time-consuming, CVTrees did have well passed these tests (citing our 2010 paper).",1,1
This has been checked now and revised,1,1
"2021, Vol.",0,0
Clarity whether or not the study design was “exploratory mixed methods design” or mere a “convergent parallel design”,2,1
Response:,0,0
"The references are in a weird format containing only the author's name, journal name and date.",0,0
There are some more recent articles that would be worth citing.,2,1
"It would be nice, if the authors would discuss this important point in more detail.",2,1
"In the TTFields-sorafenib combination group (n = 16), a 1.6-fold increase in tumor volume within the treatment period was observed, a growth significantly lower than that for control or for each treatment alone.” It is also mentioned in the legend of figure 4: “Rats (n = 52) were inoculated orthotopically with rat HCC N1S1 cells, and treated with sham-vehicle (n = 11), TTFields alone (n = 15), sorafenib alone (n = 10), or TTFields + sorafenib (n = 16), according to the depicted timeline (a).” Point 3: LC3 is increased in all the groups except in control tissue, however, cell death was increased only in combined group.",1,1
Line 60: define WPI at first use,2,1
The discussion paragraphs laying out the pros and cons of each method were particularly helpful.,0,0
"At the beginning of Section 3.2, as well as at the end of the description of each cluster, we mitigated the dichotomist nature in the typology of cluster development by some qualification.",1,1
Secondly what is missing in the article is in terms of application a clear delineation as to what benefits robotics accrue by the developments summarized in this article .,2,1
"Calibration of branch lengths is always associated with the assumption that mutation rate R3 remains more or less a constant across all species represented in a tree, an assumption that cannot hold true in a large-scale phylogenetic study like the present one.",0,0
"Generally, the 40 responses of plants to abiotic stress are similar, especially in the first phase—a rapid, os- 41 motic phase that inhibits shoot growth (Zhou, Li et al.",0,0
The criticism of the reviewer has been accepted and the manuscript was modified accordingly.,1,1
"The structure was verified, and an energy minimization was performed with the Swiss-Pdb Viewer software packages (version 4.1.0) [44], since the crystal structure contains a variety of issues related to improper bond order, side chains geometry, and missing hydrogen atoms.",0,0
Supplementary table S6 have been modified by shifting data of BB and blast scores to main table.,1,1
"To avoid bias and inconsistency due to instruments proliferation, we limit the number of instruments used and collapse the instrument matrix which prevents the model from being over-fitted.",1,1
The literature on the relationship between gender diversity and environmental performances of firms that addresses dynamic endogeneity is rather limited.,1,1
Point 3: The discussion needs to be further expanded.,0,0
"In the introduction section we have suggested that dietary nitrate might have both IOP-dependent, or blood pressure dependent, and IOP-independent effects that could affect glaucoma risk.",1,1
I added in data analysis section.,1,1
"Results When comparing different oxygen delivery methods, isn't it more appropriate to compare FiO2 rather than oxygen flow rate?",0,0
"The transition path in question is always context-specific, path-dependent and goal-dependent.",0,0
5.,0,0
"They might also appear to be monophyletic, because there are missing taxa between them.",2,1
"The hot water extraction conditions was adopt according to previous methods (Dong et al., 2021).",1,1
Not possible to differentiate post-Wilton fault types properly in the figure.,0,0
The t-test results have been added to the revised Table2.,1,1
Our observation is just a restatement of the proposition that our approach is traditional.,1,1
The gap in environmental performance between countries with high versus low uncertainty increases as gender diversity in corporate boards increases.,0,0
"According to the reviewer suggestion, kinetic study has been performed and incorporated in the revised manuscript.",1,1
RESPONSE:,0,0
l. 230 PEG undefined,2,1
It is our great pleasure to get your professional comments.,1,1
"2) Performing calculations with the Grimme dispersion correction did not make sense here, as D3 is important for intermolecular interactions, especially stacking.",0,0
Simulations using the model address the observation of reticulate patterns in experiments with filamentous cyanobacteria.,0,0
"KIESE, M., 2009: National styles of cluster promotion: Cluster policies between variety and convergence.",0,0
"When come to densitometry, and especially when we look at the small range of fold changes between groups and controls, these troubleshooting can make huge differences.",2,1
3) You mentioned employing the “agency-theory” without mentioning anything about it.,0,0
"I found the revised version of this manuscript quite good, and I thank the authors for responding thoroughly to all my comments.",2,1
